"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
04/24/2014,23:41:08,6,Good Intent Call,1
04/25/2014,0:43:23,1,Fire,1
04/25/2014,2:32:17,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,6:50:28,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,11:22:39,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,13:24:25,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,13:58:33,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,14:22:34,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,14:56:04,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,15:09:45,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,16:09:47,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,16:52:30,6,Good Intent Call,1
04/25/2014,17:01:23,7,False Alarm or False Call,1
04/25/2014,17:53:53,1,Fire,1
04/25/2014,17:59:43,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,19:48:11,3,Rescue or Emergency Medical Services Incident,1
04/25/2014,22:41:24,1,Fire,1
04/25/2014,23:11:27,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,2:26:13,5,Service Call,1
04/26/2014,7:46:59,6,Good Intent Call,1
04/26/2014,9:31:42,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,12:06:33,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,12:09:08,4,Hazardous Condition (no fire),1
04/26/2014,12:32:45,7,False Alarm or False Call,1
04/26/2014,12:54:37,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,16:53:16,1,Fire,1
04/26/2014,17:34:49,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,18:03:42,1,Fire,1
04/26/2014,21:03:01,1,Fire,1
04/26/2014,21:50:39,5,Service Call,1
04/26/2014,22:09:15,6,Good Intent Call,1
04/26/2014,23:22:07,6,Good Intent Call,1
04/26/2014,23:36:09,3,Rescue or Emergency Medical Services Incident,1
04/26/2014,23:43:51,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,1:03:52,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,1:11:38,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,3:07:26,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,5:43:38,6,Good Intent Call,1
04/27/2014,8:34:28,6,Good Intent Call,1
04/27/2014,9:40:09,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,11:07:50,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,12:05:48,3,Rescue or Emergency Medical Services Incident,1
04/27/2014,12:49:24,5,Service Call,1
04/27/2014,17:41:57,5,Service Call,1
04/28/2014,6:49:45,3,Rescue or Emergency Medical Services Incident,1
04/28/2014,11:14:18,7,False Alarm or False Call,1
04/28/2014,11:31:37,3,Rescue or Emergency Medical Services Incident,1
04/28/2014,12:48:50,5,Service Call,1
04/28/2014,15:22:47,3,Rescue or Emergency Medical Services Incident,1
04/28/2014,16:29:03,3,Rescue or Emergency Medical Services Incident,1
04/28/2014,17:50:46,6,Good Intent Call,1
04/28/2014,20:28:56,4,Hazardous Condition (no fire),1
04/29/2014,1:45:52,1,Fire,1
04/29/2014,2:26:55,7,False Alarm or False Call,1
04/29/2014,3:03:00,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,3:53:21,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,6:41:00,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,8:37:41,5,Service Call,1
04/29/2014,9:14:49,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,13:01:03,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,14:07:24,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,14:40:17,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,18:18:26,3,Rescue or Emergency Medical Services Incident,1
04/29/2014,23:43:20,7,False Alarm or False Call,1
04/29/2014,23:58:05,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,4:38:56,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,6:29:48,7,False Alarm or False Call,1
04/30/2014,7:28:57,7,False Alarm or False Call,1
04/30/2014,8:17:04,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,8:55:13,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,11:54:52,7,False Alarm or False Call,1
04/30/2014,15:13:45,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,16:29:36,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,17:22:18,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,20:32:03,7,False Alarm or False Call,1
04/30/2014,21:38:30,3,Rescue or Emergency Medical Services Incident,1
04/30/2014,22:11:53,6,Good Intent Call,1
04/30/2014,22:56:48,7,False Alarm or False Call,1
05/01/2014,0:04:28,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,2:01:24,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,4:16:28,7,False Alarm or False Call,1
05/01/2014,4:16:00,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,4:55:07,7,False Alarm or False Call,1
05/01/2014,4:58:03,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,6:43:19,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,7:12:16,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,7:59:37,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,8:19:41,1,Fire,1
05/01/2014,14:54:36,3,Rescue or Emergency Medical Services Incident,1
05/01/2014,15:19:14,7,False Alarm or False Call,1
05/01/2014,20:05:06,6,Good Intent Call,1
05/02/2014,3:08:21,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,6:01:03,7,False Alarm or False Call,1
05/02/2014,7:25:02,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,10:14:27,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,10:42:08,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,11:55:01,7,False Alarm or False Call,1
05/02/2014,11:59:53,5,Service Call,1
05/02/2014,13:23:44,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,14:50:44,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,16:35:44,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,18:01:57,7,False Alarm or False Call,1
05/02/2014,20:32:41,6,Good Intent Call,1
05/02/2014,21:28:25,3,Rescue or Emergency Medical Services Incident,1
05/02/2014,22:11:32,1,Fire,1
05/03/2014,0:35:21,5,Service Call,1
05/03/2014,1:03:57,1,Fire,1
05/03/2014,1:07:40,6,Good Intent Call,1
05/03/2014,1:36:19,4,Hazardous Condition (no fire),1
05/03/2014,1:41:29,6,Good Intent Call,1
05/03/2014,1:43:51,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,2:07:23,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,3:44:07,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,3:51:02,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,5:03:46,7,False Alarm or False Call,1
05/03/2014,5:57:49,6,Good Intent Call,1
05/03/2014,9:27:00,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,10:43:20,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,10:56:02,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,13:16:33,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,13:56:56,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,14:29:55,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,15:53:44,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,17:04:26,1,Fire,1
05/03/2014,18:45:24,5,Service Call,1
05/03/2014,23:00:45,3,Rescue or Emergency Medical Services Incident,1
05/03/2014,23:10:52,6,Good Intent Call,1
05/03/2014,23:49:46,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,1:29:35,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,9:02:04,6,Good Intent Call,1
05/04/2014,9:57:47,6,Good Intent Call,1
05/04/2014,11:20:31,5,Service Call,1
05/04/2014,11:40:57,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,13:10:57,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,13:19:03,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,16:07:18,7,False Alarm or False Call,1
05/04/2014,17:32:07,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,17:47:45,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,19:46:55,7,False Alarm or False Call,1
05/04/2014,20:22:11,3,Rescue or Emergency Medical Services Incident,1
05/04/2014,23:21:48,6,Good Intent Call,1
05/05/2014,1:15:17,5,Service Call,1
05/05/2014,3:28:10,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,6:33:22,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,7:33:13,5,Service Call,1
05/05/2014,7:51:43,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,12:22:20,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,13:47:15,5,Service Call,1
05/05/2014,14:31:41,2,"Overpressure Rupture, Explosion, Overheat (no fire)",1
05/05/2014,14:36:09,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,15:00:38,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,17:20:01,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,18:18:12,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,20:39:43,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,20:49:13,1,Fire,1
05/05/2014,23:22:50,3,Rescue or Emergency Medical Services Incident,1
05/05/2014,23:42:30,5,Service Call,1
05/06/2014,10:01:35,6,Good Intent Call,1
05/06/2014,11:42:39,4,Hazardous Condition (no fire),1
05/06/2014,13:31:16,7,False Alarm or False Call,1
05/06/2014,14:05:46,3,Rescue or Emergency Medical Services Incident,1
05/06/2014,15:18:17,3,Rescue or Emergency Medical Services Incident,1
05/06/2014,15:39:17,5,Service Call,1
05/06/2014,16:33:26,3,Rescue or Emergency Medical Services Incident,1
05/06/2014,18:14:28,7,False Alarm or False Call,1
05/06/2014,20:50:41,3,Rescue or Emergency Medical Services Incident,1
05/06/2014,21:46:50,4,Hazardous Condition (no fire),1
05/06/2014,23:23:16,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,1:11:27,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,1:37:34,5,Service Call,1
05/07/2014,4:56:56,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,9:36:47,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,11:19:16,1,Fire,1
05/07/2014,13:12:31,5,Service Call,1
05/07/2014,13:14:01,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,13:26:15,1,Fire,1
05/07/2014,13:29:01,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,14:52:13,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,15:18:38,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,15:58:02,5,Service Call,1
05/07/2014,16:16:56,6,Good Intent Call,1
05/07/2014,16:27:18,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,16:28:13,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,16:41:07,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,16:53:44,4,Hazardous Condition (no fire),1
05/07/2014,18:27:17,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,18:50:10,7,False Alarm or False Call,1
05/07/2014,19:08:44,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,20:03:18,3,Rescue or Emergency Medical Services Incident,1
05/07/2014,22:08:21,5,Service Call,1
05/08/2014,0:09:37,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,1:39:19,5,Service Call,1
05/08/2014,2:41:04,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,4:43:36,7,False Alarm or False Call,1
05/08/2014,4:57:43,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,5:04:20,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,10:00:43,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,10:55:47,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,12:15:30,7,False Alarm or False Call,1
05/08/2014,13:29:15,6,Good Intent Call,1
05/08/2014,14:08:50,1,Fire,1
05/08/2014,14:43:22,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,14:52:09,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,15:07:10,1,Fire,1
05/08/2014,15:38:43,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,16:48:59,1,Fire,1
05/08/2014,16:56:40,3,Rescue or Emergency Medical Services Incident,1
05/08/2014,19:37:37,7,False Alarm or False Call,1
05/08/2014,21:05:04,7,False Alarm or False Call,1
05/08/2014,23:32:48,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,1:00:00,5,Service Call,1
05/09/2014,1:19:53,5,Service Call,1
05/09/2014,2:03:59,5,Service Call,1
05/09/2014,5:17:29,5,Service Call,1
05/09/2014,5:52:19,4,Hazardous Condition (no fire),1
05/09/2014,9:46:16,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,11:25:01,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,11:27:09,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,13:18:55,7,False Alarm or False Call,1
05/09/2014,13:38:45,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,15:12:19,7,False Alarm or False Call,1
05/09/2014,16:08:34,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,16:28:03,7,False Alarm or False Call,1
05/09/2014,16:39:39,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,17:00:46,5,Service Call,1
05/09/2014,17:09:10,3,Rescue or Emergency Medical Services Incident,1
05/09/2014,20:42:17,3,Rescue or Emergency Medical Services Incident,1
05/10/2014,1:27:44,3,Rescue or Emergency Medical Services Incident,1
05/10/2014,9:57:53,6,Good Intent Call,1
05/10/2014,14:25:50,7,False Alarm or False Call,1
05/10/2014,17:40:20,3,Rescue or Emergency Medical Services Incident,1
05/10/2014,18:35:18,7,False Alarm or False Call,1
05/10/2014,23:21:35,3,Rescue or Emergency Medical Services Incident,1
05/10/2014,23:48:53,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,0:01:54,5,Service Call,1
05/11/2014,0:06:46,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,2:02:04,7,False Alarm or False Call,1
05/11/2014,11:00:44,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,12:17:51,5,Service Call,1
05/11/2014,14:31:49,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,19:14:18,7,False Alarm or False Call,1
05/11/2014,19:48:32,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,21:23:09,3,Rescue or Emergency Medical Services Incident,1
05/11/2014,23:59:18,6,Good Intent Call,1
05/12/2014,7:30:17,7,False Alarm or False Call,1
05/12/2014,10:49:42,6,Good Intent Call,1
05/12/2014,10:51:47,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,13:25:10,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,13:57:47,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,14:05:36,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,14:25:08,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,14:34:20,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,14:52:18,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,16:20:26,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,15:50:33,1,Fire,1
05/12/2014,18:24:15,7,False Alarm or False Call,1
05/12/2014,19:22:10,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,19:27:12,3,Rescue or Emergency Medical Services Incident,1
05/12/2014,22:02:40,7,False Alarm or False Call,1
05/13/2014,5:46:01,7,False Alarm or False Call,1
05/13/2014,7:47:41,7,False Alarm or False Call,1
05/13/2014,7:47:26,4,Hazardous Condition (no fire),1
05/13/2014,8:09:36,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,9:16:15,5,Service Call,1
05/13/2014,9:49:03,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,9:58:49,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,11:31:32,7,False Alarm or False Call,1
05/13/2014,12:21:11,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,15:50:24,5,Service Call,1
05/13/2014,17:59:25,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,20:12:10,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,20:32:31,3,Rescue or Emergency Medical Services Incident,1
05/13/2014,23:59:57,7,False Alarm or False Call,1
05/14/2014,0:26:55,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,0:26:25,6,Good Intent Call,1
05/14/2014,3:51:34,7,False Alarm or False Call,1
05/14/2014,8:42:29,4,Hazardous Condition (no fire),1
05/14/2014,8:54:29,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,9:40:57,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,10:24:09,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,10:25:19,5,Service Call,1
05/14/2014,13:35:14,7,False Alarm or False Call,1
05/14/2014,15:36:20,4,Hazardous Condition (no fire),1
05/14/2014,15:49:24,4,Hazardous Condition (no fire),1
05/14/2014,17:16:53,4,Hazardous Condition (no fire),1
05/14/2014,17:41:18,6,Good Intent Call,1
05/14/2014,17:58:23,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,19:24:38,7,False Alarm or False Call,1
05/14/2014,19:35:02,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,20:46:07,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,21:54:39,3,Rescue or Emergency Medical Services Incident,1
05/14/2014,23:23:13,6,Good Intent Call,1
05/15/2014,0:36:15,7,False Alarm or False Call,1
05/15/2014,0:43:02,7,False Alarm or False Call,1
05/15/2014,3:16:21,6,Good Intent Call,1
05/15/2014,3:57:39,7,False Alarm or False Call,1
05/15/2014,6:18:52,7,False Alarm or False Call,1
05/15/2014,8:32:41,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,10:10:52,6,Good Intent Call,1
05/15/2014,11:45:09,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,12:32:35,7,False Alarm or False Call,1
05/15/2014,13:21:06,6,Good Intent Call,1
05/15/2014,13:41:44,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,13:51:19,5,Service Call,1
05/15/2014,14:15:47,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,14:45:01,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,15:03:26,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,18:14:13,3,Rescue or Emergency Medical Services Incident,1
05/15/2014,23:37:37,5,Service Call,1
05/16/2014,0:08:14,5,Service Call,1
05/16/2014,0:12:35,3,Rescue or Emergency Medical Services Incident,1
05/16/2014,0:31:04,3,Rescue or Emergency Medical Services Incident,1
05/16/2014,1:49:47,7,False Alarm or False Call,1
05/16/2014,5:31:06,3,Rescue or Emergency Medical Services Incident,1
05/16/2014,6:06:10,7,False Alarm or False Call,1
05/16/2014,8:54:53,7,False Alarm or False Call,1
05/16/2014,10:34:00,6,Good Intent Call,1
05/16/2014,14:25:56,6,Good Intent Call,1
05/16/2014,14:46:57,6,Good Intent Call,1
05/16/2014,15:24:40,5,Service Call,1
05/16/2014,16:49:40,3,Rescue or Emergency Medical Services Incident,1
05/16/2014,20:45:40,3,Rescue or Emergency Medical Services Incident,1
05/16/2014,21:56:47,7,False Alarm or False Call,1
05/16/2014,23:57:23,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,0:24:23,4,Hazardous Condition (no fire),1
05/17/2014,1:10:24,6,Good Intent Call,1
05/17/2014,2:44:03,6,Good Intent Call,1
05/17/2014,3:29:44,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,3:48:06,7,False Alarm or False Call,1
05/17/2014,4:16:17,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,5:24:06,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,6:15:54,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,10:26:14,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,14:01:36,3,Rescue or Emergency Medical Services Incident,1
05/17/2014,17:33:24,3,Rescue or Emergency Medical Services Incident,1
05/18/2014,0:40:56,1,Fire,1
05/18/2014,0:57:44,3,Rescue or Emergency Medical Services Incident,1
05/18/2014,3:25:34,7,False Alarm or False Call,1
05/18/2014,7:47:50,3,Rescue or Emergency Medical Services Incident,1
05/18/2014,11:43:18,3,Rescue or Emergency Medical Services Incident,1
05/18/2014,15:04:22,5,Service Call,1
05/18/2014,16:03:22,5,Service Call,1
05/18/2014,16:40:56,1,Fire,1
05/18/2014,17:01:03,1,Fire,1
05/18/2014,18:49:48,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,3:22:07,1,Fire,1
05/19/2014,9:54:08,7,False Alarm or False Call,1
05/19/2014,11:43:22,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,12:52:36,5,Service Call,1
05/19/2014,13:11:07,6,Good Intent Call,1
05/19/2014,14:10:06,7,False Alarm or False Call,1
05/19/2014,14:26:39,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,15:19:49,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,15:34:11,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,15:40:44,3,Rescue or Emergency Medical Services Incident,1
05/19/2014,16:57:33,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,7:54:33,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,8:21:17,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,11:34:42,1,Fire,1
05/20/2014,11:59:13,7,False Alarm or False Call,1
05/20/2014,12:15:40,4,Hazardous Condition (no fire),1
05/20/2014,12:29:28,7,False Alarm or False Call,1
05/20/2014,13:58:12,7,False Alarm or False Call,1
05/20/2014,15:30:23,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,16:00:42,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,16:29:41,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,18:07:17,3,Rescue or Emergency Medical Services Incident,1
05/20/2014,19:13:21,3,Rescue or Emergency Medical Services Incident,1
05/21/2014,8:29:10,7,False Alarm or False Call,1
05/21/2014,11:13:20,4,Hazardous Condition (no fire),1
05/21/2014,12:20:06,6,Good Intent Call,1
05/21/2014,12:52:43,3,Rescue or Emergency Medical Services Incident,1
05/21/2014,14:03:57,7,False Alarm or False Call,1
05/21/2014,14:07:19,3,Rescue or Emergency Medical Services Incident,1
05/21/2014,14:22:28,3,Rescue or Emergency Medical Services Incident,1
05/21/2014,14:31:21,4,Hazardous Condition (no fire),1
05/21/2014,16:05:03,8,Severe Weather or Natural Disaster,1
05/21/2014,20:10:13,3,Rescue or Emergency Medical Services Incident,1
05/21/2014,20:30:48,1,Fire,1
05/21/2014,20:58:29,6,Good Intent Call,1
05/21/2014,22:14:13,6,Good Intent Call,1
05/21/2014,22:48:49,1,Fire,1
05/22/2014,2:54:59,5,Service Call,1
05/22/2014,6:30:04,5,Service Call,1
05/22/2014,8:42:43,7,False Alarm or False Call,1
05/22/2014,9:20:23,3,Rescue or Emergency Medical Services Incident,1
05/22/2014,15:38:11,6,Good Intent Call,1
05/22/2014,16:57:01,5,Service Call,1
05/22/2014,18:09:52,3,Rescue or Emergency Medical Services Incident,1
05/22/2014,18:29:42,3,Rescue or Emergency Medical Services Incident,1
05/22/2014,20:06:55,7,False Alarm or False Call,1
05/22/2014,20:48:49,7,False Alarm or False Call,1
05/22/2014,21:54:09,6,Good Intent Call,1
05/22/2014,22:19:24,5,Service Call,1
05/22/2014,22:36:13,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,0:44:00,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,2:30:14,7,False Alarm or False Call,1
05/23/2014,2:40:37,7,False Alarm or False Call,1
05/23/2014,13:47:12,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,14:12:52,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,15:13:39,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,16:08:21,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,18:46:05,7,False Alarm or False Call,1
05/23/2014,23:05:23,3,Rescue or Emergency Medical Services Incident,1
05/23/2014,23:35:39,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,0:41:48,6,Good Intent Call,1
05/24/2014,1:23:55,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,3:54:17,1,Fire,1
05/24/2014,3:55:09,7,False Alarm or False Call,1
05/24/2014,4:45:45,7,False Alarm or False Call,1
05/24/2014,8:12:32,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,9:35:49,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,10:27:16,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,10:39:15,5,Service Call,1
05/24/2014,11:06:08,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,12:06:15,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,13:25:43,3,Rescue or Emergency Medical Services Incident,1
05/24/2014,21:20:28,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,1:30:57,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,4:32:11,7,False Alarm or False Call,1
05/25/2014,5:05:42,7,False Alarm or False Call,1
05/25/2014,8:46:01,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,9:39:48,5,Service Call,1
05/25/2014,9:45:09,6,Good Intent Call,1
05/25/2014,10:34:10,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,10:49:17,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,16:30:41,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,17:00:39,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,17:27:25,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,20:15:08,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,20:54:49,3,Rescue or Emergency Medical Services Incident,1
05/25/2014,22:42:33,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,6:34:14,7,False Alarm or False Call,1
05/26/2014,8:14:59,7,False Alarm or False Call,1
05/26/2014,11:18:04,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,13:16:58,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,15:51:20,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,16:59:11,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,21:16:57,3,Rescue or Emergency Medical Services Incident,1
05/26/2014,22:26:19,3,Rescue or Emergency Medical Services Incident,1
05/27/2014,0:00:29,1,Fire,1
05/27/2014,1:14:57,7,False Alarm or False Call,1
05/27/2014,2:54:23,1,Fire,1
05/27/2014,3:40:39,1,Fire,1
05/27/2014,4:05:19,1,Fire,1
05/27/2014,7:05:32,1,Fire,1
05/27/2014,10:04:06,3,Rescue or Emergency Medical Services Incident,1
05/27/2014,10:22:54,3,Rescue or Emergency Medical Services Incident,1
05/27/2014,10:44:03,6,Good Intent Call,1
05/27/2014,13:30:47,3,Rescue or Emergency Medical Services Incident,1
